,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Pts Won,Pts Max,Share,WS,WS/48,W,L,W/L%,GB,PS/G,PA/G,SRS,PTS_Scaled,TRB_Scaled,AST_Scaled,STL_Scaled,BLK_Scaled,FG%_Scaled,eFG%_Scaled,WS_Scaled,WS/48_Scaled
12495,Shawn Kemp,29.0,Cleveland Cavaliers,PF,42.0,42.0,35.1,6.6,13.7,0.482,0.0,0.0,0.5,6.6,13.6,0.482,0.483,7.3,9.3,0.789,3.1,6.1,9.2,2.4,1.1,1.1,3.0,3.8,20.5,1999,7.0,1180.0,0.006,6.3,0.205,22,28,.440,11.0,86.4,88.2,-0.94,-0.4468789046216276,0.5116009404696152,-1.1164762137248223,-0.5810423087768165,0.1808540501985502,-0.1459070418103164,-0.911302320352984,-1.3795573730085724,0.1739656877323401
12506,Shawn Marion,26.0,Phoenix Suns,PF,81.0,81.0,38.8,7.6,15.9,0.476,1.4,4.2,0.334,6.2,11.7,0.526,0.52,2.8,3.4,0.833,2.9,8.4,11.3,1.9,2.0,1.5,1.5,2.5,19.4,2005,1.0,1270.0,0.001,12.5,0.191,62,20,.756,—,110.4,103.3,7.08,-0.6583986965278881,1.1528541740719422,-1.3028356309835831,1.1362778932068833,0.6352003899508921,-0.27837706302600845,-0.03475881426447478,0.48408007297737954,-0.11677148902581728
12507,Shawn Marion,27.0,Phoenix Suns,PF,81.0,81.0,40.3,8.8,16.9,0.525,1.2,3.6,0.331,7.7,13.3,0.577,0.56,3.0,3.7,0.809,3.1,8.8,11.8,1.8,2.0,1.7,1.5,2.8,21.8,2006,1.0,1250.0,0.001,14.6,0.214,54,28,.659,—,108.4,102.8,5.48,-0.19690096873241095,1.3055335154058294,-1.3401075144353354,1.1362778932068833,0.862373559827063,0.8034614435688098,0.912855786912292,1.1153121111339115,0.3608681585054417
12679,Stephen Curry,24.0,Golden State Warriors,PG,78.0,78.0,38.2,8.0,17.8,0.451,3.5,7.7,0.453,4.5,10.1,0.449,0.549,3.4,3.7,0.9,0.8,3.3,4.0,6.9,1.6,0.2,3.1,2.5,22.9,2013,3.0,1210.0,0.002,11.2,0.18,47,35,.573,9.0,101.2,100.3,1.32,0.014618823173848786,-1.0762642094028119,0.5607585416040256,0.3730244701030168,-0.8414252142442193,-0.8303354847580573,0.652261771588681,0.09331738269000235,-0.3452078421929414
12680,Stephen Curry,25.0,Golden State Warriors,PG,78.0,78.0,36.5,8.4,17.7,0.471,3.3,7.9,0.424,5.0,9.8,0.509,0.566,3.9,4.5,0.885,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24.0,2014,66.0,1250.0,0.053,13.4,0.225,51,31,.622,6.0,104.3,99.5,5.15,0.2261386150801092,-0.9846566046024796,1.1571086768320602,0.3730244701030168,-0.8414252142442193,-0.38876874737241846,1.0549979770888043,0.7546080893301791,0.5893045116725658
12681,Stephen Curry,26.0,Golden State Warriors,PG,80.0,80.0,32.7,8.2,16.8,0.487,3.6,8.1,0.443,4.6,8.7,0.528,0.594,3.9,4.2,0.914,0.7,3.6,4.3,7.7,2.0,0.2,3.1,2.0,23.8,2015,1198.0,1300.0,0.922,15.7,0.288,67,15,.817,—,110.0,99.9,10.01,0.18768047109715294,-0.9846566046024796,0.8589336092180428,1.1362778932068833,-0.8414252142442193,-0.0355153574639064,1.718328197912541,1.4459574644539996,1.897621807084275
12682,Stephen Curry,27.0,Golden State Warriors,PG,79.0,79.0,34.2,10.2,20.2,0.504,5.1,11.2,0.454,5.1,9.0,0.566,0.63,4.6,5.1,0.908,0.9,4.6,5.4,6.7,2.1,0.2,3.3,2.0,30.1,2016,1310.0,1310.0,1.0,17.9,0.318,73,9,.890,—,114.9,104.1,10.38,1.3991120065602793,-0.6487620536679275,0.48621477470052116,1.3270912489828501,-0.8414252142442193,0.3398163693138877,2.571181338971631,2.107248171094176,2.5206300429946134
12683,Stephen Curry,28.0,Golden State Warriors,PG,79.0,79.0,33.4,8.5,18.3,0.468,4.1,10.0,0.411,4.4,8.3,0.537,0.58,4.1,4.6,0.898,0.8,3.7,4.5,6.6,1.8,0.2,3.0,2.3,25.3,2017,52.0,1010.0,0.051,12.6,0.229,67,15,.817,—,115.9,104.3,11.35,0.47611655096932587,-0.9235848680689247,0.4489428912487688,0.75465118165495,-0.8414252142442193,-0.45500375798026327,1.3866630875006727,0.5141387414610238,0.6723722764606109
12684,Stephen Curry,29.0,Golden State Warriors,PG,51.0,51.0,32.0,8.4,16.9,0.495,4.2,9.8,0.423,4.2,7.1,0.595,0.618,5.5,5.9,0.921,0.7,4.4,5.1,6.1,1.6,0.2,3.0,2.2,26.4,2018,5.0,1010.0,0.005,9.1,0.267,58,24,.707,—,113.5,107.5,5.79,0.6876363428755856,-0.7403696584682601,0.2625834739900079,0.3730244701030168,-0.8414252142442193,0.14111133749034963,2.286896958618601,-0.5379146554665296,1.4615160419470392
12685,Stephen Curry,30.0,Golden State Warriors,PG,69.0,69.0,33.8,9.2,19.4,0.472,5.1,11.7,0.437,4.0,7.7,0.525,0.604,3.8,4.2,0.916,0.7,4.7,5.3,5.2,1.3,0.4,2.8,2.4,27.3,2019,175.0,1010.0,0.173,9.7,0.199,57,25,.695,—,117.7,111.2,6.42,0.8606979907988898,-0.6792979219347052,-0.07286347707576142,-0.19941559722488325,-0.6142520443680484,-0.36669041050313644,1.9552318482067328,-0.3575626445646634,0.04936404055027299
12687,Stephen Curry,32.0,Golden State Warriors,PG,63.0,63.0,34.2,10.4,21.7,0.482,5.3,12.7,0.421,5.1,9.0,0.569,0.605,5.7,6.3,0.916,0.5,5.0,5.5,5.8,1.2,0.1,3.4,1.9,32.0,2021,453.0,1010.0,0.449,9.0,0.201,39,33,.542,12.0,113.7,112.7,1.10,1.7644643743983648,-0.6182261854011502,0.15076782363475147,-0.3902289530008501,-0.9550117991823048,-0.1459070418103164,1.978922213236152,-0.5679733239501739,0.09089792294429555
12688,Stephen Curry,33.0,Golden State Warriors,PG,64.0,64.0,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,2022,4.0,1000.0,0.004,8.0,0.173,53,29,.646,11.0,111.0,105.5,5.52,0.5145746949522821,-0.7098337902014825,0.3371272408935123,-0.19941559722488325,-0.6142520443680484,-1.1394322009280053,0.7707135967357769,-0.8685600087866178,-0.4905764305720204
12689,Stephen Curry,34.0,Golden State Warriors,PG,56.0,56.0,34.7,10.0,20.2,0.493,4.9,11.4,0.427,5.1,8.8,0.579,0.614,4.6,5.0,0.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4,2023,5.0,1000.0,0.005,7.8,0.192,44,38,.537,4.0,118.9,117.1,1.66,1.2645085026199314,-0.4350109758004856,0.3371272408935123,-0.96266902032875,-0.6142520443680484,0.09695466375178563,2.1921354985009245,-0.9286773457539066,-0.096004547828806
12691,Stephen Curry,36.0,Golden State Warriors,PG,70.0,70.0,32.2,8.1,18.0,0.448,4.4,11.2,0.397,3.6,6.8,0.534,0.572,4.0,4.3,0.933,0.6,3.9,4.4,6.0,1.1,0.4,2.9,1.4,24.5,2025,2.0,1000.0,0.002,7.9,0.168,48,34,.585,2.0,113.8,110.5,3.56,0.32228397503750017,-0.954120736335702,0.2253115905382559,-0.5810423087768165,-0.6142520443680484,-0.8965704953659034,1.1971401672653192,-0.898618677270262,-0.5944111365570762
12785,Steve Nash,27.0,Dallas Mavericks,PG,82.0,82.0,34.6,6.4,13.3,0.483,1.9,4.2,0.455,4.5,9.1,0.495,0.554,3.2,3.6,0.887,0.6,2.5,3.1,7.7,0.6,0.0,2.8,2.0,17.9,2002,5.0,1260.0,0.004,9.9,0.167,57,25,.695,1.0,105.2,101.0,4.41,-0.946834776400061,-1.351087023803809,0.8589336092180428,-1.53510908765665,-1.0685983841203903,-0.12382870494103441,0.7707135967357769,-0.2974453075973743,-0.6151780777540875
12786,Steve Nash,28.0,Dallas Mavericks,PG,82.0,82.0,33.1,6.3,13.6,0.465,1.4,3.3,0.413,5.0,10.3,0.482,0.515,3.8,4.1,0.909,0.8,2.1,2.9,7.3,1.0,0.1,2.3,1.6,17.7,2003,1.0,1190.0,0.001,11.6,0.206,60,22,.732,—,103.0,95.2,7.90,-0.9852929203830172,-1.4121587603373638,0.7098460754110341,-0.7718556645527833,-0.9550117991823048,-0.5212387685881092,-0.15321063941157062,0.21355205662458,0.1947326289293514
12788,Steve Nash,30.0,Phoenix Suns,PG,75.0,75.0,34.3,5.7,11.4,0.502,1.3,2.9,0.431,4.5,8.5,0.526,0.557,2.8,3.2,0.887,0.8,2.6,3.3,11.5,1.0,0.1,3.3,1.8,15.5,2005,1066.0,1270.0,0.839,10.9,0.203,62,20,.756,—,110.4,103.3,7.08,-1.4083325041955375,-1.2900152872702542,2.2752651803846256,-0.7718556645527833,-0.9550117991823048,0.2956596955753237,0.8417846918240345,0.0031413772390695206,0.13243180533831814
12789,Steve Nash,31.0,Phoenix Suns,PG,79.0,79.0,35.4,6.8,13.4,0.512,1.9,4.3,0.439,4.9,9.0,0.548,0.583,3.3,3.5,0.921,0.6,3.6,4.2,10.5,0.8,0.2,3.5,1.5,18.8,2006,924.0,1250.0,0.739,12.4,0.212,54,28,.659,—,108.4,102.8,5.48,-0.7737731284767568,-1.015192472869257,1.9025463458671037,-1.1534823761047166,-0.8414252142442193,0.5164430642681437,1.4577341825889303,0.4540214044937353,0.3193342761114191
12790,Steve Nash,32.0,Phoenix Suns,PG,76.0,76.0,35.3,6.8,12.8,0.532,2.1,4.5,0.455,4.8,8.3,0.575,0.613,2.9,3.3,0.899,0.4,3.1,3.5,11.6,0.8,0.1,3.8,1.5,18.6,2007,1013.0,1290.0,0.785,12.6,0.225,61,21,.744,—,110.2,102.9,7.28,-0.812231272459713,-1.2289435507366993,2.3125370638363774,-1.1534823761047166,-0.9550117991823048,0.9580098016537838,2.168445133471505,0.5141387414610238,0.5893045116725658
12791,Steve Nash,33.0,Phoenix Suns,PG,81.0,81.0,34.3,6.0,11.9,0.504,2.2,4.7,0.47,3.8,7.2,0.527,0.597,2.7,3.0,0.906,0.3,3.1,3.5,11.1,0.7,0.1,3.6,1.4,16.9,2008,18.0,1260.0,0.014,10.5,0.181,55,27,.671,2.0,110.1,105.0,5.14,-1.139125496314843,-1.2289435507366993,2.1261776465776165,-1.3442957318806834,-0.9550117991823048,0.3398163693138877,1.7893992930007985,-0.11709329669550812,-0.32444090099593015
12793,Steve Nash,35.0,Phoenix Suns,PG,81.0,81.0,32.8,6.2,12.2,0.507,1.5,3.6,0.426,4.6,8.6,0.54,0.57,2.6,2.8,0.938,0.4,2.9,3.3,11.0,0.5,0.1,3.6,1.3,16.5,2010,49.0,1230.0,0.04,9.9,0.178,54,28,.659,3.0,110.2,105.3,4.67,-1.2160417842807554,-1.2900152872702542,2.0889057631258643,-1.7259224434326168,-0.9550117991823048,0.4060513799217337,1.149759437206481,-0.2974453075973743,-0.386741724586964
12795,Steve Nash,37.0,Phoenix Suns,PG,62.0,62.0,31.6,4.8,9.0,0.532,0.9,2.3,0.39,3.9,6.7,0.58,0.581,2.0,2.3,0.894,0.4,2.6,3.0,10.7,0.6,0.1,3.7,0.9,12.5,2012,7.0,1210.0,0.006,5.9,0.144,33,33,.500,8.0,98.4,98.6,0.29,-1.9852046639398833,-1.3816228920705864,1.9770901127706078,-1.53510908765665,-0.9550117991823048,0.9580098016537838,1.4103534525300918,-1.4997920469431496,-1.092817725285347
12816,Steve Smith,27.0,Atlanta Hawks,SG,72.0,72.0,39.1,6.8,15.9,0.429,1.8,5.4,0.335,5.0,10.5,0.477,0.486,4.6,5.5,0.847,1.3,2.1,3.3,4.2,0.9,0.3,2.4,2.4,20.1,1997,1.0,1150.0,0.001,9.1,0.154,56,26,.683,13.0,94.8,89.4,5.52,-0.5237951925875401,-1.2900152872702542,-0.44558231159328315,-0.96266902032875,-0.7278386293061337,-1.3160588958822614,-0.8402312252647265,-0.5379146554665296,-0.8851483133152342
12818,Steve Smith,29.0,Atlanta Hawks,SG,36.0,36.0,36.5,6.0,15.0,0.402,1.3,3.9,0.338,4.7,11.1,0.424,0.445,5.3,6.3,0.849,1.4,2.8,4.2,3.3,1.0,0.3,2.8,2.8,18.7,1999,1.0,1180.0,0.001,4.4,0.162,31,19,.620,2.0,86.3,83.4,2.82,-0.7930022004682353,-1.015192472869257,-0.7810292626590528,-0.7718556645527833,-0.7278386293061337,-1.9121739913528744,-1.8115361914709112,-1.9506720741978154,-0.7190127837391439
12993,Terrell Brandon,25.0,Cleveland Cavaliers,PG,75.0,75.0,34.3,6.8,14.6,0.465,1.2,3.1,0.387,5.6,11.5,0.487,0.507,4.5,5.1,0.887,0.6,2.7,3.3,6.5,1.8,0.4,1.9,1.9,19.3,1996,3.0,1130.0,0.003,12.7,0.237,47,35,.573,25.0,91.1,88.5,2.49,-0.6776277685193658,-1.2900152872702542,0.41167100779701676,0.75465118165495,-0.6142520443680484,-0.5212387685881092,-0.342733559646924,0.5441974099446681,0.8385078060367006
13173,Tim Duncan,21.0,San Antonio Spurs,PF,82.0,82.0,39.1,8.6,15.7,0.549,0.0,0.1,0.0,8.6,15.6,0.553,0.549,3.9,5.9,0.662,3.3,8.6,11.9,2.7,0.7,2.5,3.4,3.1,21.1,1998,148.0,1160.0,0.128,12.8,0.192,56,26,.683,6.0,92.5,88.5,3.30,-0.3315044726727582,1.3360693836726067,-1.0046605633695658,-1.3442957318806834,1.771066239331747,1.333341528431578,0.652261771588681,0.5742560784283129,-0.096004547828806
13174,Tim Duncan,22.0,San Antonio Spurs,PF,50.0,50.0,39.3,8.4,16.9,0.495,0.0,0.1,0.143,8.3,16.8,0.498,0.495,4.9,7.2,0.69,3.2,8.2,11.4,2.4,0.9,2.5,2.9,2.9,21.7,1999,740.0,1180.0,0.627,8.7,0.213,37,13,.740,—,92.8,84.7,7.12,-0.21613004072388942,1.1833900423387196,-1.1164762137248223,-0.96266902032875,1.771066239331747,0.14111133749034963,-0.627017939999954,-0.6581493294011073,0.3401012173084304
13175,Tim Duncan,23.0,San Antonio Spurs,PF,74.0,74.0,38.9,8.5,17.3,0.49,0.0,0.1,0.091,8.5,17.2,0.494,0.491,6.2,8.1,0.761,3.5,8.9,12.4,3.2,0.9,2.2,3.3,2.8,23.2,2000,248.0,1210.0,0.205,13.0,0.218,53,29,.646,2.0,96.2,90.2,5.92,0.07230603914828351,1.488748725006494,-0.8183011461108048,-0.96266902032875,1.4303064845174907,0.030719653143939617,-0.7217794001176306,0.6343734153956014,0.4439359232934868
13176,Tim Duncan,24.0,San Antonio Spurs,PF,82.0,82.0,38.7,8.6,17.1,0.499,0.1,0.3,0.259,8.5,16.8,0.504,0.502,5.0,8.1,0.618,3.2,9.0,12.2,3.0,0.9,2.3,3.0,3.0,22.2,2001,706.0,1240.0,0.569,13.2,0.2,58,24,.707,—,96.2,88.4,7.92,-0.11998468076649844,1.4276769884729388,-0.8928449130143092,-0.96266902032875,1.543893069455576,0.22942468496747764,-0.4611853847940198,0.69449075236289,0.07013098174728427
13177,Tim Duncan,25.0,San Antonio Spurs,PF,82.0,82.0,40.6,9.3,18.3,0.508,0.0,0.1,0.1,9.3,18.2,0.511,0.508,6.8,8.5,0.799,3.3,9.4,12.7,3.7,0.7,2.5,3.2,2.6,25.5,2002,954.0,1260.0,0.757,17.8,0.257,58,24,.707,—,96.7,90.5,6.28,0.5145746949522821,1.580356329806826,-0.631941728852044,-1.3442957318806834,1.771066239331747,0.4281297167910157,-0.3190431946175048,2.077189502610532,1.2538466299769264
13178,Tim Duncan,26.0,San Antonio Spurs,PF,81.0,81.0,39.3,8.8,17.2,0.513,0.1,0.3,0.273,8.7,16.9,0.517,0.515,5.6,7.8,0.71,3.2,9.7,12.9,3.9,0.7,2.9,3.1,2.9,23.3,2003,962.0,1190.0,0.808,16.5,0.248,60,22,.732,—,95.8,90.4,5.65,0.09153511113976198,1.6414280663403813,-0.5573979619485397,-1.3442957318806834,2.225412579084089,0.5385214011374257,-0.15321063941157062,1.686426812323155,1.0669441592038247
13179,Tim Duncan,27.0,San Antonio Spurs,PF,69.0,68.0,36.6,8.6,17.1,0.501,0.0,0.2,0.167,8.6,16.9,0.505,0.502,5.1,8.5,0.599,3.3,9.2,12.4,3.1,0.9,2.7,2.7,2.4,22.3,2004,716.0,1230.0,0.582,13.1,0.249,57,25,.695,1.0,91.5,84.3,7.51,-0.10075560877501998,1.488748725006494,-0.8555730295625571,-0.96266902032875,1.998239409207918,0.27358135870604167,-0.4611853847940198,0.6644320838792458,1.087711100400836
13180,Tim Duncan,28.0,San Antonio Spurs,PF,66.0,66.0,33.4,7.8,15.8,0.496,0.0,0.1,0.333,7.8,15.7,0.498,0.498,4.6,6.9,0.67,3.1,8.0,11.1,2.7,0.7,2.6,1.9,2.2,20.3,2005,328.0,1270.0,0.258,11.2,0.245,59,23,.720,—,96.2,88.4,7.84,-0.4853370486045839,1.0917824375383869,-1.0046605633695658,-1.3442957318806834,1.8846528242698326,0.16318967435963164,-0.5559468449116964,0.09331738269000235,1.0046433356127908
13181,Tim Duncan,29.0,San Antonio Spurs,PF,80.0,80.0,34.8,7.2,14.8,0.484,0.0,0.1,0.4,7.2,14.8,0.485,0.485,4.2,6.7,0.629,2.9,8.1,11.0,3.2,0.9,2.0,2.5,2.7,18.6,2006,33.0,1250.0,0.026,10.8,0.187,63,19,.768,—,95.6,88.8,6.69,-0.812231272459713,1.0612465692716095,-0.8183011461108048,-0.96266902032875,1.2031333146413195,-0.10175036807175242,-0.8639215902941456,-0.026917291244574756,-0.19983925381386242
13182,Tim Duncan,30.0,San Antonio Spurs,C,80.0,80.0,34.1,7.7,14.1,0.546,0.0,0.1,0.111,7.7,14.0,0.55,0.547,4.5,7.1,0.637,2.7,7.9,10.6,3.4,0.8,2.4,2.8,2.5,20.0,2007,286.0,1290.0,0.222,13.0,0.23,58,24,.707,9.0,98.5,90.1,8.35,-0.5430242645790186,0.9391030962044996,-0.7437573792073007,-1.1534823761047166,1.6574796543936614,1.267106517823732,0.6048810415298428,0.6343734153956014,0.6931392176576222
13183,Tim Duncan,31.0,San Antonio Spurs,C,78.0,78.0,34.0,7.5,15.1,0.497,0.0,0.1,0.0,7.5,15.1,0.498,0.497,4.3,5.9,0.73,3.0,8.3,11.3,2.8,0.7,1.9,2.3,2.4,19.3,2008,25.0,1260.0,0.02,11.1,0.201,56,26,.683,—,95.4,90.6,5.10,-0.6776277685193658,1.1528541740719422,-0.9673886799178137,-1.3442957318806834,1.089546729703234,0.18526801122891365,-0.5796372099411157,0.06325871420635808,0.09089792294429555
13184,Tim Duncan,32.0,San Antonio Spurs,C,75.0,75.0,33.7,7.4,14.8,0.504,0.0,0.0,0.0,7.4,14.7,0.505,0.504,4.5,6.4,0.692,2.7,8.0,10.7,3.5,0.5,1.7,2.2,2.3,19.3,2009,2.0,1210.0,0.002,10.1,0.191,54,28,.659,—,97.0,93.3,3.36,-0.6776277685193658,0.969638964471277,-0.7064854957555484,-1.7259224434326168,0.862373559827063,0.3398163693138877,-0.41380465473518147,-0.23732797063008576,-0.11677148902581728
13187,Tim Duncan,35.0,San Antonio Spurs,C,58.0,58.0,28.2,6.2,12.6,0.492,0.0,0.1,0.0,6.2,12.6,0.495,0.492,3.0,4.3,0.695,1.9,7.1,9.0,2.3,0.7,1.5,1.7,1.7,15.4,2012,3.0,1210.0,0.002,5.9,0.174,50,16,.758,—,103.7,96.5,7.28,-1.4275615761870155,0.45052920393606055,-1.1537480971765746,-1.3442957318806834,0.6352003899508921,0.07487632688250362,-0.6980890350882115,-1.4997920469431496,-0.4698094893750091
13188,Tim Duncan,36.0,San Antonio Spurs,C,69.0,69.0,30.1,7.1,14.1,0.502,0.0,0.1,0.286,7.1,14.0,0.504,0.503,3.6,4.3,0.817,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,2013,65.0,1210.0,0.054,8.3,0.191,58,24,.707,—,103.0,96.6,6.67,-0.9660638483915388,0.7253520183370578,-1.0046605633695658,-1.3442957318806834,1.998239409207918,0.2956596955753237,-0.43749501976460065,-0.7783840033356844,-0.11677148902581728
13189,Tim Duncan,37.0,San Antonio Spurs,C,74.0,74.0,29.2,6.0,12.2,0.49,0.0,0.1,0.0,6.0,12.2,0.493,0.49,3.1,4.3,0.731,2.1,7.6,9.7,3.0,0.6,1.9,2.1,1.8,15.1,2014,21.0,1250.0,0.017,7.4,0.164,62,20,.756,—,105.4,97.6,8.00,-1.4852487921614503,0.6642802818035025,-0.8928449130143092,-1.53510908765665,1.089546729703234,0.030719653143939617,-0.7454697651470499,-1.048912019688484,-0.6774789013451213
13190,Tim Duncan,38.0,San Antonio Spurs,C,77.0,77.0,28.9,5.4,10.6,0.512,0.0,0.1,0.286,5.4,10.5,0.514,0.513,3.0,4.0,0.74,2.2,6.9,9.1,3.0,0.8,2.0,1.7,2.1,13.9,2015,1.0,1300.0,0.001,9.6,0.207,55,27,.671,1.0,103.2,97.0,6.34,-1.7159976560591885,0.4810650722028379,-0.8928449130143092,-1.1534823761047166,1.2031333146413195,0.5164430642681437,-0.20059136947040895,-0.38762131304830766,0.21549957012636267
13196,Tim Hardaway,24.0,Golden State Warriors,PG,82.0,82.0,39.2,9.0,18.9,0.476,1.2,3.1,0.385,7.8,15.8,0.494,0.508,3.7,4.6,0.803,1.1,3.0,4.0,9.7,2.6,0.1,3.3,2.8,22.9,1991,1.0,960.0,0.001,9.9,0.148,44,38,.537,19.0,116.6,115.0,1.72,0.014618823173848786,-1.0762642094028119,1.604371278253086,2.2811580278626837,-0.9550117991823048,-0.27837706302600845,-0.3190431946175048,-0.2974453075973743,-1.009749960497302
13197,Tim Hardaway,25.0,Golden State Warriors,PG,81.0,81.0,41.1,9.1,19.7,0.461,1.6,4.6,0.338,7.5,15.0,0.499,0.501,3.7,4.8,0.766,1.0,2.8,3.8,10.0,2.0,0.2,3.3,2.6,23.4,1992,64.0,960.0,0.067,9.2,0.132,55,27,.671,2.0,118.7,114.8,3.77,0.11076418313123976,-1.137335945936367,1.7161869286083429,1.1362778932068833,-0.8414252142442193,-0.6095521160652373,-0.48487574982343895,-0.5078559869828854,-1.342021019649482
13200,Tim Hardaway,30.0,Miami Heat,PG,81.0,81.0,38.7,7.1,17.1,0.415,2.5,7.3,0.344,4.6,9.8,0.469,0.489,3.6,4.5,0.799,0.6,2.8,3.4,8.6,1.9,0.1,2.8,2.0,20.3,1997,238.0,1150.0,0.207,12.9,0.198,61,21,.744,—,94.8,89.3,5.56,-0.4853370486045839,-1.2594794190034766,1.1943805602838122,0.9454645374309165,-0.9550117991823048,-1.6251556120522095,-0.769160130176469,0.6043147469119572,0.028597099353261705
13201,Tim Hardaway,31.0,Miami Heat,PG,81.0,81.0,37.4,6.9,16.0,0.431,1.9,5.5,0.351,5.0,10.5,0.472,0.49,3.2,4.1,0.781,0.6,3.1,3.7,8.3,1.7,0.2,2.8,2.5,18.9,1998,71.0,1160.0,0.061,11.7,0.185,55,27,.671,—,95.0,90.0,5.09,-0.754544056485279,-1.1678718142031443,1.0825649099285561,0.5638378258789832,-0.8414252142442193,-1.2719022221436975,-0.7454697651470499,0.24361072510822426,-0.24137313620788498
13311,Tom Gugliotta,27.0,Minnesota Timberwolves,PF,81.0,81.0,38.7,7.3,16.5,0.442,0.3,1.1,0.258,7.0,15.4,0.456,0.451,5.7,7.0,0.82,2.3,6.4,8.7,4.1,1.6,1.1,3.6,2.9,20.6,1997,1.0,1150.0,0.001,6.7,0.103,40,42,.488,24.0,96.1,97.6,-1.82,-0.42764983263014916,0.358921599135728,-0.4828541950450355,0.3730244701030168,0.1808540501985502,-1.0290405165815955,-1.669394001294396,-1.2593226990739947,-1.9442623143628088
13429,Tony Parker,23.0,San Antonio Spurs,PG,80.0,80.0,33.9,7.8,14.2,0.548,0.1,0.5,0.306,7.7,13.8,0.556,0.553,3.2,4.5,0.707,0.5,2.8,3.3,5.8,1.0,0.1,3.1,2.0,18.9,2006,9.0,1250.0,0.007,9.6,0.169,63,19,.768,—,95.6,88.8,6.69,-0.754544056485279,-1.2900152872702542,0.15076782363475147,-0.7718556645527833,-0.9550117991823048,1.3112631915622959,0.7470232317063578,-0.38762131304830766,-0.573644195360065
13430,Tony Parker,24.0,San Antonio Spurs,PG,77.0,77.0,32.5,7.4,14.2,0.52,0.2,0.5,0.395,7.2,13.7,0.525,0.527,3.6,4.5,0.783,0.4,2.8,3.2,5.5,1.1,0.1,2.5,1.8,18.6,2007,1.0,1290.0,0.001,9.6,0.185,58,24,.707,9.0,98.5,90.1,8.35,-0.812231272459713,-1.3205511555370315,0.03895217327949503,-0.5810423087768165,-0.9550117991823048,0.6930697592223998,0.1310737409414594,-0.38762131304830766,-0.24137313620788498
13432,Tony Parker,26.0,San Antonio Spurs,PG,72.0,71.0,34.1,8.9,17.5,0.506,0.3,0.9,0.292,8.6,16.6,0.518,0.513,3.9,5.0,0.782,0.4,2.7,3.1,6.9,0.9,0.1,2.6,1.5,22.0,2009,9.0,1210.0,0.007,8.6,0.168,54,28,.659,—,97.0,93.3,3.36,-0.1584428247494547,-1.351087023803809,0.5607585416040256,-0.96266902032875,-0.9550117991823048,0.38397304305245167,-0.20059136947040895,-0.6882079978847515,-0.5944111365570762
13434,Tony Parker,28.0,San Antonio Spurs,PG,78.0,78.0,32.4,7.1,13.7,0.519,0.3,0.9,0.357,6.8,12.8,0.531,0.531,3.0,3.9,0.769,0.4,2.7,3.1,6.6,1.2,0.0,2.6,1.7,17.5,2011,3.0,1210.0,0.002,8.2,0.156,61,21,.744,—,103.7,98.0,5.86,-1.0237510643659735,-1.351087023803809,0.4489428912487688,-0.3902289530008501,-1.0685983841203903,0.6709914223531177,0.22583520105913607,-0.8084426718193292,-0.8436144309212117
13435,Tony Parker,29.0,San Antonio Spurs,PG,60.0,60.0,32.1,7.1,14.8,0.48,0.2,1.0,0.23,6.9,13.8,0.498,0.488,3.8,4.7,0.799,0.4,2.5,2.9,7.7,1.0,0.1,2.6,1.3,18.3,2012,331.0,1210.0,0.274,7.1,0.177,50,16,.758,—,103.7,96.5,7.28,-0.8699184884341478,-1.4121587603373638,0.8589336092180428,-0.7718556645527833,-0.9550117991823048,-0.19006371554888044,-0.7928504952058881,-1.1390880251394173,-0.40750866578397527
13436,Tony Parker,30.0,San Antonio Spurs,PG,66.0,66.0,32.9,7.9,15.1,0.522,0.4,1.0,0.353,7.5,14.0,0.534,0.534,4.2,5.0,0.845,0.3,2.7,3.0,7.6,0.8,0.1,2.6,1.4,20.3,2013,86.0,1210.0,0.071,9.3,0.206,58,24,.707,—,103.0,96.6,6.67,-0.4853370486045839,-1.3816228920705864,0.8216617257662905,-1.1534823761047166,-0.9550117991823048,0.7372264329609638,0.29690629614739356,-0.4777973184992405,0.1947326289293514
13437,Tony Parker,31.0,San Antonio Spurs,PG,68.0,68.0,29.4,6.7,13.4,0.499,0.4,1.0,0.373,6.3,12.5,0.509,0.513,2.9,3.6,0.811,0.3,2.0,2.3,5.7,0.5,0.1,2.2,1.3,16.7,2014,21.0,1250.0,0.017,5.9,0.141,62,20,.756,—,105.4,97.6,8.00,-1.1775836402977993,-1.5953739699380287,0.11349594018299944,-1.7259224434326168,-0.9550117991823048,0.22942468496747764,-0.20059136947040895,-1.4997920469431496,-1.1551185488763809
